OTU	Domain	Phylum	Class	Order	Family	Genus	Species
Zotu1258	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu1572	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
Zotu1594	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu1593	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	?	?
Zotu2776	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1555	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
Zotu745	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured Bacteroidales bacterium
Zotu1619	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	?
Zotu1574	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	?
Zotu2846	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	?
Zotu1617	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	?
Zotu1086	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Clostridium sp. K39
Zotu1633	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	?
Zotu1706	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1876	Bacteria	Actinobacteriota	Actinobacteria	PeM15	?	?	?
Zotu1680	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	?
Zotu1676	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
Zotu1678	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
Zotu629	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	metagenome
Zotu1510	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured organism
Zotu1695	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
Zotu1709	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	?	?	?
Zotu1726	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus antarcticus
Zotu1727	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	?	?	?
Zotu1668	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	?
Zotu1742	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	?
Zotu965	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	?	?	?
Zotu1769	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	?
Zotu1799	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	?
Zotu1805	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Candidatus Nucleicultrix	Candidatus Nucleicultrix amoebiphila FS5
Zotu429	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
Zotu1812	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	uncultured soil bacterium	?	?
Zotu1518	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	?
Zotu1809	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	?
Zotu1863	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1472	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu811	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2699	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus
Zotu1823	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	?
